"CpGs","GSM1052046_5730053027_R06C02","GSM1051753_7800246044_R02C02","GSM1052111_5730192042_R04C02","GSM1052007_5771710059_R01C02","GSM1051948_5730504060_R06C02","GSM1052043_5730053027_R01C02","GSM1051566_7800246123_R06C01","GSM1051939_5730504060_R01C01","GSM1051533_7800246024_R03C02","GSM1051613_7800246188_R01C02","GSM1051547_7800246085_R05C02","GSM1052164_5730053030_R02C01","GSM1051860_7512560128_R05C02","GSM1051726_7800246040_R05C01","GSM1051827_7512560115_R01C01","GSM1051653_7800246043_R01C01","GSM1051787_7800246068_R03C02","GSM1051564_7800246123_R04C01","GSM1051557_7800246087_R03C02","GSM1051914_5730504013_R05C02","GSM1051623_7796814016_R01C02","GSM1051714_7800246034_R05C01","GSM1051645_7800246018_R05C01","GSM1051603_7800246140_R03C02","GSM1051617_7800246188_R06C02","GSM1051884_7766130166_R06C02","GSM1051612_7800246188_R06C01","GSM1051712_7800246034_R03C01","GSM1051996_5771710048_R05C02","GSM1052028_5730053011_R01C01","GSM1051571_7800246123_R05C02","GSM1051672_7800246054_R04C02","GSM1051888_5730192015_R06C01","GSM1051921_5730504014_R01C02","GSM1051812_7512560103_R03C02","GSM1051646_7800246018_R06C01","GSM1051808_7512560103_R05C01","GSM1052190_5730053041_R01C02","GSM1051574_7800246132_R02C01","GSM1051992_5771710048_R02C01","GSM1051804_7512560103_R01C01","GSM1052213_5730053048_R06C02","GSM1051527_7800246024_R03C01","GSM1051602_7800246140_R02C02","GSM1051747_7800246044_R02C01","GSM1051755_7800246044_R04C02","GSM1051851_7512560128_R01C01","GSM1052037_5730053011_R06C02","GSM1051989_5771710030_R03C02","GSM1051761_7800246046_R05C01"
"cg24527636",0.678622517727317,0.6200387671674,0.659800159896881,0.777518562764739,0.868470453200953,0.758388760843972,0.704455017473472,0.810912870185244,0.793037551656485,0.839310850962504,0.744788658121181,0.845066296293986,0.701573219994621,0.706205750463167,0.743274054952376,0.519012123056666,0.559004653971103,0.751553338349853,0.713832814377458,0.688440275130728,0.746361246517915,0.597446259189156,0.709679679451267,0.658259916139957,0.741790367675629,0.71312652877852,0.81241871782794,0.590025862008194,0.878410280235859,0.653604322336798,0.718637866676383,0.696635633167325,0.793108031275578,0.818800344022989,0.691779951595337,0.796870069062442,0.650064860816257,0.712708583460791,0.704268100847656,0.817055726563999,0.650774675221433,0.63056311030552,0.814170715400588,0.762568637613996,0.678644219098063,0.636779035551326,0.600913252360354,0.624517165163426,0.833318132883372,0.518170589954677
"cg12465678",0.220537764696951,0.274188732148343,0.276629000796383,0.256857159874901,0.157388920264542,0.130890563530697,0.299364044230007,0.0851643529539314,0.210678226636547,0.16292967526565,0.235881830190881,0.111043133403827,0.318181056397807,0.26355357931072,0.263105581464384,0.424794256393163,0.388219603698414,0.233253953832994,0.281520594461169,0.266511961524035,0.262718511661013,0.266085627258717,0.194071655250513,0.338570456794385,0.207100164270662,0.261688294736283,0.226451007503388,0.40217980793073,0.0903956328455442,0.269657088276063,0.312193138733817,0.246551815104376,0.132358163789397,0.0875804351928282,0.272798370259053,0.137936528838016,0.3040251145483,0.235003220064021,0.276207799119849,0.182286546793787,0.362440007909777,0.416242391117299,0.133884488628991,0.261036772283968,0.267597201010503,0.2667288036829,0.270223716586816,0.141269339813431,0.118083450477923,0.383173835463747
"cg20460771",0.835883592919682,0.71410024315768,0.833289463588598,0.85595850202329,0.834695908094004,0.912850808505209,0.817196400497523,0.82408778439545,0.675206253833396,0.838064222991711,0.793435350961291,0.832284216381135,0.743418599213142,0.751845676530569,0.719724594154682,0.76207558318402,0.762067185630107,0.72017612495646,0.8110574683713,0.821233737689536,0.762333092509815,0.733226421255902,0.805701518846508,0.761717096373106,0.845614413414345,0.800455408798539,0.779304273676564,0.820024121787088,0.856190640473096,0.856825616194277,0.840291189855219,0.73724559785411,0.86771295888111,0.830989584104172,0.755497133275882,0.865617111922252,0.854208639219954,0.748367372740567,0.747959766400529,0.729576139295761,0.744058278456137,0.801361449374764,0.810056950727136,0.78729019626337,0.845656536960544,0.733539610605478,0.726544224531457,0.680566904174614,0.83215869394983,0.752222630969128
"cg19082496",0.397359889854117,0.449850001245426,0.47022998690352,0.363072237650554,0.188498373326697,0.348440159982365,0.37841605026283,0.164454438944793,0.453531265585351,0.237398465958787,0.435403630662676,0.208710168448626,0.412649338891186,0.416530783144538,0.43653509097634,0.523783647727859,0.477790447928484,0.302266809992206,0.389058384646301,0.356155830553733,0.410753999427598,0.456465638230547,0.267506554419274,0.532082180395141,0.252570767569812,0.420226447304226,0.30394190679407,0.545067354402669,0.237897655169994,0.457996558360631,0.427437401949479,0.349278484902454,0.245869714859193,0.198379973056135,0.421638174752114,0.204841006569808,0.525771149742019,0.332429729150896,0.408666273117853,0.425318738711428,0.533681499757316,0.590595120236688,0.209302260570135,0.366433909487799,0.321785498036375,0.457981604465624,0.391579499060576,0.456259052574833,0.155282191839599,0.497541821490813
"cg18154117",0.786704312338028,0.647059597375795,0.679187168296438,0.776784909651744,0.729416825505987,0.745933665566685,0.674709504531055,0.81096264179999,0.841092222013007,0.816887265583428,0.783464088782411,0.858855724694023,0.771070931321977,0.80631011756589,0.810285281503642,0.601208274765292,0.705466451152056,0.800143548917821,0.75086146381313,0.702617820015673,0.747961383788702,0.70380152603179,0.789205876601668,0.709478560898247,0.795186249655781,0.793883221874678,0.73610572508015,0.648331152142906,0.874406266131609,0.745990814499492,0.721540922065559,0.788552499385976,0.843567191947486,0.920723250498187,0.838787724505588,0.837234473421504,0.729188193377027,0.839239939536976,0.651551505393723,0.838720559433936,0.71429939237811,0.683287215666661,0.878732866625156,0.792695578862281,0.743267974436164,0.708396023612836,0.765251468881448,0.608783747472844,0.867328739139551,0.662654749647049
"cg08939052",0.923006997939188,0.829420656562837,0.929036036621347,0.934164215476681,0.929090239064154,0.894973960505216,0.894403766930067,0.942752122850637,0.858858540564744,0.910816673216669,0.873717343770728,0.940709660559233,0.88868742339551,0.860417786878096,0.906322723854554,0.929383646112454,0.864897049508489,0.92572294496431,0.914825512140994,0.915570127836208,0.912507144948538,0.913558039710792,0.877117923160633,0.883257925352205,0.914823403070751,0.913488424836579,0.877230788908934,0.825574134229612,0.939542383084539,0.958092215946409,0.87654024117303,0.833297980049346,0.904460108967555,0.936099609916544,0.920925299757212,0.91902734057146,0.858242456232456,0.926799572243054,0.854276349226245,0.834396904611249,0.92724614253899,0.887496101049381,0.929041404107183,0.908612943881719,0.890876560050409,0.837614768373306,0.905051546683054,0.865545624790389,0.925345006203491,0.846525497601701
"cg14985891",0.430346947052479,0.487700799304972,0.354046291398018,0.302643896571889,0.195349700454632,0.190218768551016,0.309412410565765,0.152326099836251,0.353495868264726,0.167281119988526,0.281859907175928,0.171597520785844,0.36031893403073,0.283481777035161,0.323197800854681,0.543282282402461,0.468667210619447,0.323930083271921,0.335868542021961,0.343818996721242,0.451496933350082,0.419198148085543,0.251464273872222,0.446386568064193,0.239510550325476,0.359464584605383,0.27986753229404,0.540283359977821,0.106042550895949,0.420003493030198,0.367050194176294,0.224122377977737,0.182965347009811,0.119274604305307,0.401298914629983,0.184073647625967,0.399498209822508,0.306879060946444,0.38353001303416,0.355622724708531,0.437681652026761,0.458644590786404,0.158858388579095,0.299090787698532,0.272230475386691,0.420620799398197,0.342366353929514,0.399779230822788,0.103455784126006,0.490557579118277
"cg13430807",0.88913789102876,0.801587719470566,0.865863368948855,0.859458524575598,0.794504709362439,0.834821672115218,0.824282510666231,0.862855869685515,0.861813514272402,0.799515510197851,0.857184414626427,0.823108659028409,0.900126021321246,0.818496725007169,0.788308781286008,0.832155683115262,0.795220119708327,0.887153421622246,0.855210164879298,0.821411496283058,0.812102572266536,0.854103340316001,0.805627074738772,0.862892437163241,0.896833417958905,0.86986733102019,0.772483911968615,0.803072476349104,0.906574435227121,0.77161920825523,0.847874768384737,0.8299384981816,0.858519900796138,0.881060728040253,0.812677977997945,0.819861571238975,0.852647182548968,0.887099496183792,0.85243384970938,0.822363651184726,0.887582643632312,0.865843999022579,0.8490156076617,0.834556489329249,0.840976878524965,0.872736832710415,0.780605377395042,0.887822097676593,0.821336783716021,0.855815861133091
"cg15036529",0.892955052476291,0.799234068592322,0.818480653134562,0.918028071711812,0.847334594898085,0.92452133310938,0.855639873817293,0.879332572478944,0.81053794186331,0.935325140027072,0.867134451560563,0.862214103244832,0.872499395681901,0.84349125642838,0.839651580716385,0.790893357664493,0.776826841746494,0.858411412084201,0.791647601071016,0.865136665319256,0.880204760949171,0.832461104383122,0.889426006640015,0.831009479242651,0.92934953483651,0.832181380531502,0.848377590461646,0.777966001813844,0.888978796337514,0.809860179920156,0.85786673567184,0.886239516662876,0.892055899557907,0.925645147149107,0.728416244932748,0.90079637248703,0.89051425825195,0.865268243382906,0.755807058722107,0.7255008563112,0.721426174970719,0.799768881715038,0.948752008577024,0.875452621439809,0.90640671944962,0.773853121489664,0.80936299002699,0.639636144090629,0.929381263922326,0.792135795964396
"cg04244970",0.133180351865929,0.189078436319973,0.25494759615113,0.182120667897533,0.163456619635179,0.0844139672247411,0.182054811407765,0.0631073707736978,0.141628850234758,0.0727574718309073,0.122459489992363,0.102519366588707,0.162384629201779,0.150885166588923,0.139747455604694,0.255661210513534,0.238985611448976,0.0915588871255527,0.2202952795427,0.165877415416532,0.214898535857378,0.18353828058825,0.0853414600120188,0.211747353920741,0.110557396466632,0.131061688575723,0.119876698450229,0.336757994709121,0.0660858330234599,0.185663899869598,0.233633750976723,0.121969172496136,0.102447137674231,0.0802111283342264,0.178249336984323,0.0736594260582993,0.210804212913426,0.126637315240487,0.157980069485075,0.133931552655596,0.216697193337885,0.328367625013134,0.0496996073079472,0.153624826612051,0.136973164748019,0.155149441105174,0.144016319684394,0.147260285281326,0.051527670616043,0.237318520611255
"cg07837085",0.188879752534387,0.238303570308334,0.283921967539542,0.257603297231421,0.206332628821212,0.144182418856236,0.255296651252324,0.0970716814647737,0.217008168336656,0.133497393473735,0.21854704126037,0.14041621363958,0.183056285589515,0.22018094332014,0.183837739380198,0.38308695449268,0.309173330304647,0.168140484093554,0.249907289100394,0.158877750576729,0.19339157351869,0.231394375575854,0.118857601987699,0.25210450561205,0.129988035235671,0.208803059862073,0.143026004673915,0.346430252360545,0.138362480737146,0.295456538730363,0.2865591488669,0.14726281674308,0.180685314492264,0.119851879607891,0.240223871004872,0.111313504302427,0.249039729831848,0.187172054013961,0.188967764519657,0.137127718233266,0.226659753671642,0.398212230069497,0.0792018175826592,0.182880125176912,0.1942584960477,0.22236346234288,0.22625983916069,0.16554778950023,0.103319219294388,0.306290831505576
"cg07356342",0.338278005437112,0.399808620751873,0.359307377386123,0.284176054986138,0.233908798523534,0.208620578232389,0.309484440083224,0.171504836598996,0.360117219990147,0.220253517458105,0.293307975312733,0.184561633600973,0.379792968698211,0.3294108544719,0.3269770867383,0.447209878562767,0.434730915797024,0.300594403621735,0.29624080788861,0.297412018457354,0.345217788356589,0.34203777187953,0.262504191508607,0.424119272960172,0.201312721724647,0.369878185265086,0.277559388945101,0.449188912337679,0.124815473093828,0.372152610338606,0.359969267587588,0.285887026917198,0.179804171456556,0.147529506890225,0.400143974826048,0.187094661184263,0.357104953238775,0.30973115368496,0.315874668818551,0.355695254404031,0.385674701148317,0.427848235856335,0.198233916338344,0.277683789679472,0.244214068826088,0.367404453361139,0.361648166814125,0.41595030511934,0.122013137672852,0.463068136153202
"cg11193201",0.84225393167798,0.870420576538403,0.834394868136332,0.833296216235055,0.886650129779635,0.90586912031497,0.929293109950494,0.915448878929365,0.912068773236699,0.955667891164998,0.861707674422367,0.944797404570279,0.924711050605471,0.90484946140929,0.845059119700274,0.919130683278289,0.84816185309639,0.899767167840561,0.911030604407184,0.892489677331884,0.846290579665349,0.909990078300778,0.880736868644972,0.849236488488985,0.88005918638017,0.93732696459571,0.916166847091609,0.792901828334969,0.944777278857238,0.738265835698797,0.91354358874671,0.906230801935962,0.862190400908715,0.94337497402883,0.854707780483876,0.947074509454948,0.832391135714326,0.889090195967086,0.776059824900122,0.796238191663477,0.855442602400215,0.835629398983763,0.90628361902829,0.865034083960161,0.901534797620582,0.925512623011538,0.927527521439139,0.806645809988607,0.93134902063081,0.836214285406655
"cg08538581",0.772896449191676,0.700815952687416,0.762496968429861,0.737992780987052,0.754095651868459,0.59223073120152,0.750359754315539,0.673032596601972,0.83383718429359,0.659847673381204,0.685873214753166,0.642339914997148,0.782684394656573,0.751159890712192,0.560460810081845,0.790863062250894,0.803367054321879,0.713344809264807,0.800062774765165,0.715480212555161,0.700625143808642,0.715057593835368,0.743433175512746,0.837465781698232,0.682123998923545,0.817651685747157,0.768485560714917,0.64051401071128,0.776306756129746,0.718697897862816,0.859647611998887,0.745930652102564,0.721711612856113,0.79301412025295,0.769838519597958,0.647109466809955,0.791408560008114,0.751965715447365,0.713486658772496,0.695780303288728,0.736635116985925,0.755488196617734,0.721461650100864,0.719483078972389,0.739557053646366,0.743852524800501,0.71770882182125,0.550734852903317,0.637337237142354,0.763339804468877
"cg13178361",0.40550054172015,0.487595043087277,0.390162002443165,0.332294895712333,0.299319976317874,0.283042320207668,0.382758100363058,0.225727315085208,0.416820668418399,0.264551779258525,0.347292353807453,0.237558882470823,0.40952474442291,0.401183308541749,0.421786097036544,0.506088104241275,0.520212160209121,0.350396994247764,0.392312331166075,0.350550978493622,0.408578990546864,0.405498389770392,0.305366600045764,0.490303003415031,0.257347690723465,0.422240774443787,0.354733068121896,0.524761242945252,0.193581279566472,0.460523166244703,0.398935464991219,0.383727201573928,0.198121939177726,0.166640285842039,0.484162312875092,0.252516758323141,0.406939132844805,0.406146885829145,0.377265558420194,0.400643468134027,0.478235433433749,0.504350834677442,0.242829835129181,0.360125230870271,0.294904111167831,0.420464328742661,0.424387496406904,0.529824290451681,0.182751461165746,0.509239963235251
"cg14278300",0.780529293109019,0.573332173806851,0.70209988940343,0.753168226786301,0.756304077533598,0.895760529871043,0.608837259219535,0.879040380092101,0.600331069752183,0.791883357265753,0.660889986907427,0.819545996480902,0.669774107407361,0.640861596513196,0.633428875728076,0.532242716122909,0.573916234066464,0.613488313754496,0.627083730620151,0.671473094163866,0.603805043483083,0.597059622892568,0.735869246507477,0.626059069390976,0.791562079925085,0.740657152451173,0.718239903281266,0.594345604333262,0.868483719578814,0.728106700969755,0.617880789476257,0.645444222715826,0.87119568100678,0.830679012094995,0.615502401223252,0.766414238951554,0.689304865230206,0.672242118125944,0.602174675926848,0.654710176420997,0.570839126512535,0.580621773216863,0.738248492335936,0.633731332834511,0.709120043339902,0.621841319434273,0.596478822658597,0.628429692589658,0.879358344205136,0.559542746264565
"cg09032544",0.743427868427868,0.539811419591409,0.623341071350357,0.6897512864494,0.728034934497817,0.846136747577132,0.560929441457259,0.799895810988876,0.586183105351572,0.762586691658857,0.676284012236355,0.789795801635875,0.628063348193394,0.621068485868698,0.630407775504239,0.53342522398346,0.549071808893366,0.595241653465643,0.581478129713424,0.650427411481773,0.579746973795666,0.574263847451031,0.715814620162446,0.594758306345208,0.74405352535934,0.683289737405306,0.683579359895493,0.571164381978317,0.857454043141005,0.718288502109705,0.598803853647976,0.62456617897244,0.833036153467782,0.834660610962484,0.593754131739694,0.763509840165271,0.627108641125264,0.689786031489705,0.624863844310508,0.634144551791611,0.565534636519233,0.56268115942029,0.72990467223726,0.633610529072813,0.687738975274025,0.575330204654313,0.569821380965076,0.601135210314626,0.899882578332612,0.542739103491014
"cg24448340",0.303028673225149,0.33554809671223,0.301106933566551,0.219780500514562,0.17417017225574,0.177430360258136,0.275030557977751,0.154679992515406,0.369077021048763,0.177882202250384,0.235386127429005,0.127804875999985,0.27266586974001,0.289309949009992,0.313021623352615,0.429514996069676,0.382404449332355,0.302181440843486,0.292128489983645,0.247823102831369,0.273942152989963,0.337329931471924,0.175533049688004,0.368906102566789,0.156066524874623,0.271186134678154,0.206448069895431,0.344100526306513,0.0623579874849839,0.2794522906672,0.253699578245351,0.256543160413858,0.0954748040869339,0.0893725904543275,0.347514174208939,0.119816430552205,0.31226019887742,0.319794875068269,0.244057348631398,0.253335942133214,0.367649344432642,0.382112155651154,0.176242292112251,0.22867842281317,0.222679754479609,0.352878736092141,0.302475331493854,0.495947245433216,0.052376509420541,0.403324967218229
"cg21400549",0.324743785414317,0.347510898634943,0.29142794052436,0.260185662885711,0.212505250797785,0.233934404001929,0.295369889492443,0.17563772384777,0.283679907352493,0.217352685404829,0.269124271865645,0.156316762111316,0.273664829936889,0.318708872190613,0.327291142886587,0.418954472383471,0.411825132876063,0.282834176525008,0.340000676748675,0.284250381299373,0.23764454598945,0.288331486443336,0.224485023058329,0.37806331438559,0.168384469954004,0.32260137702487,0.222996742525547,0.429424139313233,0.15483918842215,0.339288663559557,0.280707737264829,0.304104183095565,0.183600325440337,0.161723058658346,0.36250075125741,0.185843960150729,0.329062532030485,0.280475780415389,0.299873903080127,0.254784655353076,0.382559271360125,0.417725559873618,0.166664608132659,0.259790233448624,0.228105746737774,0.30998024717153,0.283341520681403,0.364578276288351,0.117486987746987,0.395455050436264
"cg02974085",0.818492564827038,0.838856418830627,0.831902213261678,0.88845232327349,0.913816487195823,0.76597401030621,0.899989043708554,0.897377986479533,0.914442152580638,0.866233718557015,0.836811717809308,0.86101181962896,0.847617533896842,0.850428096651721,0.783606606643653,0.900983199961637,0.8960954697988,0.880615837809438,0.926966948520548,0.788910152423915,0.845705843672412,0.829557756034622,0.852969885518694,0.79115142315878,0.862961972818691,0.901799849384666,0.8574673799549,0.770588736346843,0.888986340618709,0.93648426764114,0.804879381711084,0.829412651752675,0.694827195167786,0.828493170782559,0.878950838955329,0.881470754494373,0.855776868323141,0.870296204184918,0.848406356352107,0.894346328268554,0.878013655994783,0.822982013049838,0.886377110728825,0.874932480700656,0.864271720997448,0.873075927425803,0.883574867345446,0.761197027738994,0.833080195911624,0.853548060397697
